kabupaten,luas_panen,produktivitas,produksi,tahun
Kab. Pakpak Bharat,"1675,43",41.34,6926.07,2024
Kab. Samosir,"7114,9",59.97,42669.45,2024
Kab. Serdang Bedagai,"51117,61",65.17,333128.7,2024
Kab. Batubara,"11735,98",58.2,68305.78,2024
Kab. Padang Lawas Utara,"11389,81",39.57,45073.94,2024
Kab. Padang Lawas,"11355,56",39.92,45334.39,2024
Kab. Labuhanbatu Selatan,"102,1",41.29,421.57,2024
Kab. Labuhanbatu Utara,"18753,42",45.36,85067.43,2024
Kab. Nias Utara,9163,35.53,32554.64,2024
Kab. Nias Barat,"2582,99",44.59,11518.35,2024
Kota Tanjung Balai,"44,78",48.48,217.1,2024
Kota Pematang Siantar,"1599,09",58.23,9311.82,2024
Kota Tebing Tinggi,"459,17",58.68,2694.34,2024
Kota Medan,"919,54",60.29,5544.03,2024
Kota Binjai,"1093,72",44.97,4918.38,2024
Kota Padangsidimpuan,"3586,75",53.16,19067.99,2024
Kota Gunungsitoli,"2595,61",44.86,11644.21,2024
Kab. Nias,9041,44.46,40200.0,2025
Kab. Mandailing Natal,54548,40.93,223288.0,2025
Kab. Tapanuli Selatan,33008,48.72,160826.0,2025
Tapanuli Tengah,17845,37.36,66668.0,2025
Kab. Tapanuli Utara,27555,51.78,142694.0,2025
Kab. Toba Samosir,18939,60.47,114525.0,2025
Kab. Labuhan Batu,23464,49.97,117257.0,2025
Kab. Asahan,15677,59.37,93067.0,2025
Kab. Simalungun,31755,59.04,187490.0,2025
Kab. Dairi,8938,52.5,46928.0,2025
Kab. Karo,12496,57.8,72225.0,2025
Kab. Deli Serdang,50094,59.66,298852.0,2025
Kab. Langkat,33115,49.43,163674.0,2025
Kab. Nias Selatan,10450,35.95,37566.0,2025
Kab. Humbang Hasundutan,18228,44.96,81948.0,2025
Kab. Pakpak Bharat,2578,37.59,9690.0,2025
Kab. Samosir,6401,60.59,38781.0,2025
Kab. Serdang Bedagai,55196,64.59,356508.0,2025
Kab. Batubara,16282,58.26,94856.0,2025
Kab. Padang Lawas Utara,21912,43.34,94965.0,2025
Kab. Padang Lawas,21692,43.6,94568.0,2025
Kab. Labuhanbatu Selatan,877,44.27,3883.0,2025
Kab. Labuhanbatu Utara,23063,47.14,108718.0,2025
Kab. Nias Utara,5630,36.28,20427.0,2025
Kab. Nias Barat,3916,38.96,15254.0,2025
Kota Tanjung Balai,108,47.13,509.0,2025
Kota Pematang Siantar,1762,60.53,10667.0,2025
Kota Tebing Tinggi,353,61.91,2188.0,2025
Kota Medan,891,59.1,5264.0,2025
Kota Binjai,1781,47.53,8464.0,2025
Kota Padangsidimpuan,5119,57.13,29247.0,2025
Kota Gunungsitoli,2294,49.94,11457.0,2025
